V002,V024,V025,V106,V190,V201,V212,V221,V228,V312,V360,V384B,V457,V463X,V701,M18,S720,Zone
71,32,2,2,0.75,2,25,61,0,13,2,1,4,0,2,0.5,0,Southern Zone
50,32,2,2,0.75,2,20,9,0,0,9,1,2,0,2,0.5,0,Southern Zone
79,32,1,2,1,3,19,11,0,0,2,0,3,0,2,0.5,0,Southern Zone
6,32,1,2,0.75,2,23,10,0,0,7,0,4,0,2,0.25,0,Southern Zone
72,33,1,3,1,2,25,9,0,0,2,1,3,0,3,0.5,0,Southern Zone
63,33,1,2,1,2,18,14,0,2,4,0,3,0,2,0.5,0,Southern Zone
98,33,2,3,0.75,1,23,14,0,0,2,0,4,0,2,0.5,0,Southern Zone
98,33,2,2,0.25,1,23,42,1,2,2,0,3,0,2,0.5,0,Southern Zone
84,33,2,3,0.75,1,25,31,0,5,1,1,4,0,3,0.5,0,Southern Zone
73,33,2,3,0.5,2,26,22,0,8,16,1,2,0,2,0.5,0,Southern Zone
57,33,2,2,0.75,1,28,21,0,0,2,1,2,0,2,0.5,0,Southern Zone
10,33,1,3,0.75,1,25,12,0,0,2,0,3,0,3,1,0,Southern Zone
49,33,1,2,0.5,2,16,10,0,6,1,1,4,0,0,0.5,0,Southern Zone
73,33,1,3,1,1,22,15,0,0,13,1,2,0,3,0.5,0,Southern Zone
19,33,2,3,0.75,2,24,10,1,6,2,1,3,0,2,0.25,0,Southern Zone
11,33,2,2,0.75,3,19,13,0,6,4,1,2,0,2,0.5,0,Southern Zone
91,33,2,0,0.25,4,23,13,0,6,16,1,4,0,0,0.5,0,Southern Zone
78,33,2,2,0.25,2,21,11,1,6,2,0,4,0,2,0.5,0,Southern Zone
50,33,2,3,0.5,2,24,26,1,2,2,1,4,0,2,0.25,0,Southern Zone
73,33,2,2,0.25,2,19,17,0,0,3,0,3,0,2,0.5,0,Southern Zone
24,33,1,2,1,2,20,10,1,6,2,1,2,0,2,0.5,0,Southern Zone
65,33,2,1,0.75,2,19,9,0,8,16,0,2,0,2,0.5,0,Southern Zone
84,33,2,2,0.75,2,28,14,0,6,4,1,3,0,2,0.5,0,Southern Zone
12,33,2,3,1,2,27,11,0,6,1,0,4,0,2,0.25,0,Southern Zone
91,33,1,3,1,1,28,9,0,0,2,0,3,0,3,0,0,Southern Zone
58,33,2,3,0.75,2,24,18,0,1,4,0,4,0,3,0.5,0,Southern Zone
96,33,2,1,0,2,19,10,0,6,2,0,3,0,2,0.25,0,Southern Zone
6,33,1,3,0.75,1,21,9,0,0,2,1,4,0,3,0,0,Southern Zone
44,33,1,3,0.25,2,21,22,0,6,9,0,4,0,2,0.75,0,Southern Zone
26,33,1,3,0.75,2,25,17,0,0,14,0,2,0,3,1,0,Southern Zone
78,33,2,1,0.25,2,24,29,1,6,18,1,4,0,3,0.25,0,Southern Zone
84,33,1,3,1,1,25,45,0,0,2,0,9,0,3,0.5,0,Southern Zone
27,33,1,2,0.75,2,14,14,1,0,8,1,2,0,2,0.5,0,Southern Zone
55,33,2,3,0.5,2,24,11,0,6,4,1,2,0,3,0.5,0,Southern Zone
94,33,2,3,0.75,2,22,14,0,5,2,0,4,0,2,0.5,0,Southern Zone
84,33,2,2,0.75,2,28,14,0,6,4,1,3,0,2,0.5,0,Southern Zone
97,33,2,2,0.5,2,18,10,0,2,2,1,4,0,2,0.5,0,Southern Zone
97,33,2,2,0.5,2,18,10,0,2,2,1,4,0,2,0.25,0,Southern Zone
83,33,1,3,0.5,1,22,35,1,9,18,1,4,0,2,0.5,0,Southern Zone
48,33,2,2,0.75,1,26,16,1,0,2,1,4,0,2,0,0,Southern Zone
53,33,2,3,0.5,2,25,9,1,0,4,1,2,0,3,0.75,0,Southern Zone
84,33,2,3,1,1,23,10,0,0,18,0,3,0,3,0.5,0,Southern Zone
73,33,2,2,0.5,2,27,38,0,2,9,1,4,0,2,0.5,0,Southern Zone
14,33,2,3,1,3,29,18,0,0,16,0,4,0,3,0.75,0,Southern Zone
43,33,2,2,0.75,2,19,15,0,13,2,0,3,0,2,0.5,0,Southern Zone
96,33,2,2,0.5,1,24,25,0,0,9,0,2,0,2,0.5,0,Southern Zone
63,33,1,3,0.5,1,20,19,0,0,8,0,4,0,2,0.5,0,Southern Zone
97,33,2,3,0.75,2,20,11,0,6,8,0,4,0,2,0.5,0,Southern Zone
27,33,1,2,0.75,2,14,14,1,0,8,1,2,0,2,0.5,0,Southern Zone
50,33,2,3,0.5,2,24,26,1,2,2,1,4,0,2,0.5,0,Southern Zone
91,33,2,0,0.25,4,23,13,0,6,16,1,4,0,0,0.5,0,Southern Zone
67,33,2,2,0.5,2,20,10,0,2,2,1,2,0,2,0.5,0,Southern Zone
66,33,2,2,0.25,2,22,35,0,0,8,1,4,0,3,0.5,0,Southern Zone
49,33,1,2,0.5,2,16,10,0,6,1,1,4,0,0,0.5,0,Southern Zone
73,36,2,2,0.75,1,20,1,0,0,1,1,3,0,3,0.5,0,Southern Zone
64,36,2,2,0.5,2,20,26,0,6,1,1,2,0,2,0.5,0,Southern Zone
16,36,2,2,0,2,18,9,0,6,3,1,3,0,0,0.5,0,Southern Zone
25,36,1,3,1,1,32,25,0,0,2,0,4,0,3,0.25,0,Southern Zone
14,36,1,2,1,2,22,14,0,6,2,1,3,0,3,0.25,0,Southern Zone
72,36,1,2,1,2,18,3,0,13,2,1,9,0,2,0.25,0,Southern Zone
64,36,1,2,1,3,27,93,0,0,2,0,3,0,2,0.5,0,Southern Zone
20,36,2,3,0.25,2,22,15,0,6,3,0,3,0,3,0.5,0,Southern Zone
25,36,2,3,0.75,2,29,45,0,5,1,1,4,0,3,0,0,Southern Zone
79,36,2,2,0.75,2,24,83,0,6,4,1,9,0,2,0.5,0,Southern Zone
68,36,2,0,0.25,2,24,21,0,6,9,0,2,0,3,0.25,1,Southern Zone
46,36,2,3,0.5,2,19,0,1,6,1,1,4,0,1,0.5,0,Southern Zone
94,36,2,3,0.75,3,17,10,0,6,3,1,4,0,2,0.5,0,Southern Zone
37,36,2,2,1,3,24,55,1,6,2,1,3,0,2,0.5,0,Southern Zone
88,36,2,2,1,1,21,24,0,0,2,1,3,0,2,0.5,0,Southern Zone
55,36,2,2,0.75,2,21,13,0,0,7,1,1,0,3,0.25,0,Southern Zone
77,36,2,2,0.75,3,20,9,0,6,1,1,4,0,3,0.5,0,Southern Zone
1,36,2,3,1,1,27,996,0,0,2,1,4,0,3,0.25,0,Southern Zone
60,36,2,3,0.75,2,24,12,0,6,1,1,2,0,3,0,0,Southern Zone
65,36,1,2,0.75,2,22,18,0,6,2,1,2,0,3,0.5,0,Southern Zone
21,36,2,2,0.75,2,18,17,0,6,2,0,4,0,2,0.5,0,Southern Zone
35,36,1,3,1,1,21,10,0,0,7,0,4,0,3,0.5,0,Southern Zone
75,36,2,2,0.5,2,22,35,0,6,2,1,4,0,2,0.5,0,Southern Zone
61,36,2,1,0.5,2,17,15,0,13,2,0,4,0,2,0.5,0,Southern Zone
55,36,2,3,0.75,1,22,12,0,0,2,1,2,0,3,0.25,0,Southern Zone
80,36,2,3,0.75,2,19,11,0,0,7,0,2,0,2,0.5,1,Southern Zone
70,36,2,2,1,2,24,11,0,6,3,1,4,0,3,0.5,0,Southern Zone
69,36,2,3,0.5,2,19,34,0,1,8,1,2,0,2,0.5,0,Southern Zone
51,36,1,2,1,3,20,15,0,1,4,0,2,0,2,0.5,0,Southern Zone
91,36,1,3,0.75,2,29,10,1,6,1,1,2,0,2,0,0,Southern Zone
8,36,2,2,0.5,4,16,10,0,13,2,1,4,0,1,0,0,Southern Zone
24,36,1,2,0.75,1,20,15,0,0,2,1,9,0,2,0.5,0,Southern Zone
75,36,1,2,0.75,1,21,3,0,5,3,1,3,0,2,0.5,0,Southern Zone
63,36,2,2,0.75,2,29,52,0,5,2,1,3,0,1,0.5,0,Southern Zone
97,36,2,3,0.75,1,27,15,0,0,2,1,4,0,3,0.5,0,Southern Zone
82,36,2,2,0.75,2,19,22,0,6,9,0,4,0,1,0.5,0,Southern Zone
57,36,2,1,0.5,4,21,14,0,6,3,1,2,0,2,0.5,0,Southern Zone
98,36,2,2,1,2,26,54,1,5,3,1,2,0,2,0.5,0,Southern Zone
38,36,1,3,0.75,1,20,12,0,0,2,1,4,0,2,0,0,Southern Zone
97,36,1,2,0.5,2,17,9,1,0,1,0,3,0,2,1,0,Southern Zone
90,36,2,3,0.75,2,27,18,1,6,9,0,2,0,2,1,0,Southern Zone
8,36,2,2,0.5,4,16,10,0,13,2,1,4,0,1,0,0,Southern Zone
37,36,2,2,0.5,2,26,147,1,8,4,1,2,0,2,0.5,1,Southern Zone
58,36,2,2,0.25,2,19,33,0,1,1,0,2,0,2,0.5,0,Southern Zone
94,36,1,2,1,2,29,93,0,6,2,1,2,0,2,0.5,0,Southern Zone
51,36,1,2,1,3,20,15,0,1,4,0,2,0,2,0.5,0,Southern Zone
4,36,1,0,1,2,18,11,1,0,3,1,9,0,3,0.25,0,Southern Zone
53,36,2,3,0.5,1,22,54,0,0,2,1,4,0,2,0.5,0,Southern Zone
5,36,2,0,0.5,2,34,161,0,6,3,1,3,0,0,0.5,1,Southern Zone
59,36,2,2,0.5,2,18,20,0,5,2,1,4,0,2,0.5,0,Southern Zone
